Dublication   Transfers   Losses  Speciations
Total 	0	13.97	6.17	8.2
Total 	0	15.42	6.65	7.23
Total 	0	11.62	6.74	11.12
Total 	0	14.02	5.74	7.72
Total 	0	16.48	8.16	7.68
Total 	0	11.66	7.81	12.15
Total 	0	10.73	5.48	10.75
Total 	0	14.73	8.28	9.55
Total 	0	15.11	7.11	8
Total 	0	12.15	8.54	12.39
Total 	0	14.5	4.38	5.88
Total 	0	14.31	9.05	10.74
Total 	0	15.68	6.9	7.22
Total 	0	15.56	6.61	7.05
Total 	0	9.83	4.11	10.28
Total 	0	15.67	7.27	7.6
Total 	0	13.4	7.49	10.09
Total 	0	12.16	4.7	8.54
Total 	0	11.93	5.46	9.53
Total 	0	14.09	5.69	7.6
Total 	0	16.65	9.08	8.43
Total 	0	13.45	6.78	9.33
Total 	0	14.9	8.37	9.47
Total 	0	14.6	7.44	8.84
Total 	0	15.24	8.2	8.96
Total 	0	13.77	8.47	10.7
Total 	0	14.39	5.62	7.23
Total 	0	12.11	5.22	9.11
Total 	0	11.99	6.74	10.75
Total 	0	12.2	3.4	7.2
Total 	0	12.38	3.2	6.82
Total 	0	12.17	6.47	10.3
Total 	0	13.79	7.11	9.32
Total 	0	14.22	6.32	8.1
Total 	0	13.58	7.27	9.69
Total 	0	13.43	6.71	9.28
Total 	0	12.69	7.54	10.85
Total 	0	13.35	6.05	8.7
Total 	0	14.93	5.11	6.18
Total 	0	13.05	8.08	11.03
Total 	0	9.89	5.73	11.84
Total 	0	14.5	6.46	7.96
Total 	0	13.78	5.31	7.53
Total 	0	15.29	7.66	8.37
Total 	0	12.12	3.01	6.89
Total 	0	13.88	7.33	9.45
Total 	0	16.76	8.27	7.51
Total 	0	15.55	5.85	6.3
Total 	0	14.4	4.87	6.47
Total 	0	14.28	6.42	8.14
Total 	0	13.83	6.33	8.5
Total 	0	15.51	6.85	7.34
Total 	0	12.82	4.91	8.09
Total 	0	11.3	5.93	10.63
Total 	0	11.63	4.36	8.73
Total 	0	11.25	7.76	12.51
Total 	0.01	14.64	5.38	6.73
Total 	0	11.99	7.3	11.31
Total 	0	15.96	7.43	7.47
Total 	0	13.51	6.72	9.21
Total 	0	11.27	7.24	11.97
Total 	0	14.74	6.63	7.89
Total 	0	14.09	6.72	8.63
Total 	0	13.25	6.37	9.12
Total 	0	14.82	6.8	7.98
Total 	0	12.32	6.67	10.35
Total 	0	14.56	6.99	8.43
Total 	0	13.31	8.25	10.94
Total 	0	12.35	8.52	12.17
Total 	0	12.09	2.14	6.05
Total 	0	14.74	7.88	9.14
Total 	0	12.26	7.81	11.55
Total 	0	14.41	8.27	9.86
Total 	0	14.89	7.82	8.93
Total 	0	16.32	9.31	8.99
Total 	0	11.58	0	4.42
Total 	0	13.84	7.21	9.37
Total 	0	14.51	6.76	8.25
Total 	0	12.92	2.48	5.56
Total 	0	15.09	7.1	8.01
Total 	0	15.13	5.99	6.86
Total 	0	10.95	8.12	13.17
Total 	0	15.05	8.19	9.14
Total 	0	15.57	8.14	8.57
Total 	0	14.93	7.51	8.58
Total 	0	13.38	7.48	10.1
Total 	0	14.97	8.42	9.45
Total 	0	12.52	5.01	8.49
Total 	0	14.15	5.05	6.9
Total 	0	16.02	7.7	7.68
Total 	0	13.14	4.35	7.21
Total 	0	14.54	6.87	8.33
Total 	0	12.23	5.34	9.11
Total 	0	11.66	4.27	8.61
Total 	0	15.7	9.26	9.56
Total 	0	12.09	7.39	11.3
Total 	0	14.59	6.49	7.9
Total 	0	11.83	7.3	11.47
Total 	0	15.35	7.11	7.76
Total 	0	12.26	8.32	12.06
Total 	0	15.13	6.39	7.26
Total 	0	12.91	5.29	8.38
Total 	0	13.94	6.47	8.53
Total 	0	16.15	7.23	7.08
Total 	0	15.36	7.23	7.87
Total 	0	15.92	6.68	6.76
Total 	0	16.89	7.64	6.75
Total 	0	14.51	10.79	12.28
Total 	0	14.39	8.55	10.16
Total 	0	12.68	5.06	8.38
Total 	0	13.02	8.15	11.13
Total 	0	14.26	7.62	9.36
Total 	0	15.87	9.63	9.76
Total 	0	14.81	9.2	10.39
Total 	0	12.4	5.02	8.62
Total 	0	14.81	6.2	7.39
Total 	0	8.76	5.33	12.57
Total 	0	12.75	12.39	15.64
Total 	0	12.12	3.21	7.09
Total 	0	13.87	7.52	9.65
Total 	0	12.21	6.21	10
Total 	0	15.01	7.47	8.46
Total 	0	13.03	6.81	9.78
Total 	0	12.41	6.65	10.24
Total 	0	16.04	7.49	7.45
Total 	0	12.02	8.37	12.35
Total 	0.02	10.99	5.7	10.69
Total 	0	12.96	7.59	10.63
Total 	0	15.01	6.66	7.65
Total 	0	12.96	6.91	9.95
Total 	0	15.98	9.26	9.28
Total 	0	15.76	8.74	8.98
Total 	0	14.51	9.56	11.05
Total 	0.01	13.35	6.08	8.72
Total 	0	14.71	5.19	6.48
Total 	0	13.43	5.27	7.84
Total 	0	15.69	7.72	8.03
Total 	0	15.61	8.56	8.95
Total 	0	10.13	3.54	9.41
Total 	0	16.3	7.21	6.91
Total 	0	15.49	7.55	8.06
Total 	0	13.21	9.39	12.18
Total 	0	15.31	6.1	6.79
Total 	0	14.31	9.39	11.08
Total 	0	13.58	6.23	8.65
Total 	0	9.86	3.39	9.53
Total 	0	13.33	6.87	9.54
Total 	0	13.98	6.07	8.09
Total 	0	16.11	8.25	8.14
Total 	0	15.41	7.09	7.68
Total 	0	16.07	8.54	8.47
Total 	0	15.21	6.63	7.42
Total 	0	15.58	7.5	7.92
Total 	0	14.98	7.94	8.96
Total 	0	15.53	6.49	6.96
Total 	0	13.92	8.09	10.17
Total 	0	15.79	9.2	9.41
Total 	0	13.96	6.5	8.54
Total 	0	13.53	9.08	11.55
Total 	0	12.35	5.21	8.86
Total 	0	13.49	5.5	8.01
Total 	0	13.8	5.86	8.06
Total 	0	13.94	6.52	8.58
Total 	0	15.98	7.57	7.59
Total 	0	12.77	7.66	10.89
Total 	0	16.49	6.99	6.5
Total 	0.01	12	5.89	9.88
Total 	0	13.48	8.05	10.57
Total 	0	13.12	2.97	5.85
Total 	0	14.81	7.29	8.48
Total 	0	15.43	8.27	8.84
Total 	0	12.99	9.35	12.36
Total 	0	12.92	7.4	10.48
Total 	0	16.31	8.65	8.34
Total 	0	15.18	6.15	6.97
Total 	0	14.22	9.03	10.81
Total 	0	12.42	7.27	10.85
Total 	0	16.26	7.7	7.44
Total 	0	13.14	6.29	9.15
Total 	0	11.27	7.75	12.48
Total 	0	14.39	7.64	9.25
Total 	0	13.35	5.43	8.08
Total 	0	13.44	5.41	7.97
Total 	0	16.12	7.7	7.58
Total 	0	15.55	6.54	6.99
Total 	0	14.66	7.6	8.94
Total 	0	14.75	6.08	7.33
Total 	0	7.57	6.87	15.3
Total 	0	15.49	8.1	8.61
Total 	0	12.41	8.63	12.22
Total 	0	15.35	7	7.65
Total 	0	15.09	8.27	9.18
Total 	0	15.58	8.72	9.14
Total 	0	13.4	7.75	10.35
Total 	0	16.83	9.13	8.3
Total 	0	14.19	4.53	6.34
Total 	0	13.67	7.35	9.68
Total 	0	13.05	5.37	8.32
Total 	0	14.9	8.18	9.28
Total 	0	14.85	9.22	10.37
Total 	0	14.48	6.12	7.64
Total 	0	15.72	8.28	8.56
Total 	0	13.48	6.43	8.95
Total 	0	13.06	3.89	6.83
Total 	0	14.91	8.1	9.19
Total 	0	15.33	9.08	9.75
Total 	0	14.43	7.46	9.03
Total 	0	16.12	7.94	7.82
Total 	0	12.32	5.66	9.34
Total 	0	15.69	8.78	9.09
Total 	0	16.12	7.85	7.73
Total 	0	15.13	7.95	8.82
Total 	0	10.07	2.03	7.96
Total 	0	12.79	0	3.21
Total 	0	15.82	7.86	8.04
Total 	0	9.41	3.3	9.89
Total 	0	14.55	9.95	11.4
Total 	0	16.2	7.49	7.29
Total 	0	13.08	7.07	9.99
Total 	0	15.16	7.59	8.43
Total 	0	14.83	5.47	6.64
Total 	0	11.91	5.93	10.02
Total 	0	15.32	7.46	8.14
